央视,#genre#
CCTV7国防军事,http://223.83.177.142:1234/673168121
CCTV8电视剧,http://113.98.11.46:3000/624878356
CCTV8电视剧,http://121.29.157.193:7788/624878356
CCTV8电视剧,http://219.140.5.55:1234/624878356
CCTV8电视剧,http://116.147.111.62:7788/624878356
CCTV8电视剧,http://223.83.177.142:1234/624878356
CCTV9纪录,http://113.98.11.46:3000/673168140
CCTV9纪录,http://121.29.157.193:7788/673168140
CCTV9纪录,http://219.140.5.55:1234/673168140
CCTV9纪录,http://116.147.111.62:7788/673168140
CCTV9纪录,http://223.83.177.142:1234/673168140
CCTV10科教,http://113.98.11.46:3000/624878405
CCTV10科教,http://121.29.157.193:7788/624878405
CCTV10科教,http://219.140.5.55:1234/624878405
CCTV10科教,http://116.147.111.62:7788/624878405
CCTV10科教,http://223.83.177.142:1234/624878405
CCTV11戏曲,http://113.98.11.46:3000/667987558
CCTV11戏曲,http://121.29.157.193:7788/667987558
CCTV11戏曲,http://219.140.5.55:1234/667987558
CCTV11戏曲,http://116.147.111.62:7788/667987558
CCTV11戏曲,http://223.83.177.142:1234/667987558
CCTV12社会与法,http://113.98.11.46:3000/673168185
CCTV12社会与法,http://121.29.157.193:7788/673168185
CCTV12社会与法,http://219.140.5.55:1234/673168185
CCTV12社会与法,http://116.147.111.62:7788/673168185
CCTV12社会与法,http://223.83.177.142:1234/673168185
CCTV13新闻,http://113.98.11.46:3000/608807423
CCTV13新闻,http://121.29.157.193:7788/608807423
CCTV13新闻,http://219.140.5.55:1234/608807423
CCTV13新闻,http://116.147.111.62:7788/608807423
CCTV13新闻,http://223.83.177.142:1234/608807423
CCTV14少儿,http://113.98.11.46:3000/624878440
CCTV14少儿,http://121.29.157.193:7788/624878440
CCTV14少儿,http://219.140.5.55:1234/624878440
CCTV14少儿,http://116.147.111.62:7788/624878440
CCTV14少儿,http://223.83.177.142:1234/624878440
CCTV15音乐,http://113.98.11.46:3000/673168223
CCTV15音乐,http://121.29.157.193:7788/673168223
CCTV15音乐,http://219.140.5.55:1234/673168223
CCTV15音乐,http://116.147.111.62:7788/673168223
CCTV15音乐,http://223.83.177.142:1234/673168223
CCTV17农业农村,http://113.98.11.46:3000/673168256
CCTV17农业农村,http://121.29.157.193:7788/673168256
CCTV17农业农村,http://219.140.5.55:1234/673168256
CCTV17农业农村,http://116.147.111.62:7788/673168256
CCTV17农业农村,http://223.83.177.142:1234/673168256
CCTV4欧洲,http://113.98.11.46:3000/608807419
CCTV4欧洲,http://121.29.157.193:7788/608807419
CCTV4欧洲,http://219.140.5.55:1234/608807419
CCTV4欧洲,http://116.147.111.62:7788/608807419
CCTV4欧洲,http://223.83.177.142:1234/608807419
CCTV4美洲,http://113.98.11.46:3000/608807416
CCTV4美洲,http://121.29.157.193:7788/608807416
CCTV4美洲,http://219.140.5.55:1234/608807416
CCTV4美洲,http://116.147.111.62:7788/608807416
CCTV4美洲,http://223.83.177.142:1234/608807416
CGTN外语纪录,http://113.98.11.46:3000/609006487
CGTN外语纪录,http://121.29.157.193:7788/609006487
CGTN外语纪录,http://219.140.5.55:1234/609006487
CGTN外语纪录,http://116.147.111.62:7788/609006487
CGTN外语纪录,http://223.83.177.142:1234/609006487
CGTN阿拉伯语,http://113.98.11.46:3000/609154345
CGTN阿拉伯语,http://121.29.157.193:7788/609154345
CGTN阿拉伯语,http://219.140.5.55:1234/609154345
CGTN阿拉伯语,http://116.147.111.62:7788/609154345
CGTN阿拉伯语,http://223.83.177.142:1234/609154345
CGTN西班牙语,http://113.98.11.46:3000/609006450
CGTN西班牙语,http://121.29.157.193:7788/609006450
CGTN西班牙语,http://219.140.5.55:1234/609006450
CGTN西班牙语,http://116.147.111.62:7788/609006450
CGTN西班牙语,http://223.83.177.142:1234/609006450
CGTN法语,http://113.98.11.46:3000/609006476
CGTN法语,http://121.29.157.193:7788/609006476
CGTN法语,http://219.140.5.55:1234/609006476
CGTN法语,http://116.147.111.62:7788/609006476
CGTN法语,http://223.83.177.142:1234/609006476
CGTN俄语,http://113.98.11.46:3000/609006446
CGTN俄语,http://121.29.157.193:7788/609006446
CGTN俄语,http://219.140.5.55:1234/609006446
CGTN俄语,http://116.147.111.62:7788/609006446
CGTN俄语,http://223.83.177.142:1234/609006446
老故事,http://113.98.11.46:3000/884121956
老故事,http://121.29.157.193:7788/884121956
老故事,http://219.140.5.55:1234/884121956
老故事,http://116.147.111.62:7788/884121956
老故事,http://223.83.177.142:1234/884121956
发现之旅,http://113.98.11.46:3000/624878970
发现之旅,http://121.29.157.193:7788/624878970
发现之旅,http://219.140.5.55:1234/624878970
发现之旅,http://116.147.111.62:7788/624878970
发现之旅,http://223.83.177.142:1234/624878970
中学生,http://113.98.11.46:3000/708869532
中学生,http://121.29.157.193:7788/708869532
中学生,http://219.140.5.55:1234/708869532
中学生,http://116.147.111.62:7788/708869532
中学生,http://223.83.177.142:1234/708869532
CGTN,http://113.98.11.46:3000/609017205
CGTN,http://121.29.157.193:7788/609017205
CGTN,http://219.140.5.55:1234/609017205
CGTN,http://116.147.111.62:7788/609017205
CGTN,http://223.83.177.142:1234/609017205

卫视,#genre#
东方卫视,http://113.98.11.46:3000/651632648
东方卫视,http://121.29.157.193:7788/651632648
东方卫视,http://219.140.5.55:1234/651632648
东方卫视,http://116.147.111.62:7788/651632648
东方卫视,http://223.83.177.142:1234/651632648
江苏卫视,http://113.98.11.46:3000/623899368
江苏卫视,http://121.29.157.193:7788/623899368
江苏卫视,http://219.140.5.55:1234/623899368
江苏卫视,http://116.147.111.62:7788/623899368
江苏卫视,http://223.83.177.142:1234/623899368
广东卫视,http://113.98.11.46:3000/608831231
广东卫视,http://121.29.157.193:7788/608831231
广东卫视,http://219.140.5.55:1234/608831231
广东卫视,http://116.147.111.62:7788/608831231
广东卫视,http://223.83.177.142:1234/608831231
北京卫视,http://113.98.11.46:3000/630287636
北京卫视,http://121.29.157.193:7788/630287636
北京卫视,http://219.140.5.55:1234/630287636
北京卫视,http://116.147.111.62:7788/630287636
北京卫视,http://223.83.177.142:1234/630287636
辽宁卫视,http://113.98.11.46:3000/630291707
辽宁卫视,http://121.29.157.193:7788/630291707
辽宁卫视,http://219.140.5.55:1234/630291707
辽宁卫视,http://116.147.111.62:7788/630291707
辽宁卫视,http://223.83.177.142:1234/630291707
河北卫视,http://113.98.11.46:3000/962042070
河北卫视,http://121.29.157.193:7788/962042070
河北卫视,http://219.140.5.55:1234/962042070
河北卫视,http://116.147.111.62:7788/962042070
河北卫视,http://223.83.177.142:1234/962042070
江西卫视,http://113.98.11.46:3000/783847495
江西卫视,http://121.29.157.193:7788/783847495
江西卫视,http://219.140.5.55:1234/783847495
江西卫视,http://116.147.111.62:7788/783847495
江西卫视,http://223.83.177.142:1234/783847495
河南卫视,http://113.98.11.46:3000/790187291
河南卫视,http://121.29.157.193:7788/790187291
河南卫视,http://219.140.5.55:1234/790187291
河南卫视,http://116.147.111.62:7788/790187291
河南卫视,http://223.83.177.142:1234/790187291
陕西卫视,http://113.98.11.46:3000/738910838
陕西卫视,http://121.29.157.193:7788/738910838
陕西卫视,http://219.140.5.55:1234/738910838
陕西卫视,http://116.147.111.62:7788/738910838
陕西卫视,http://223.83.177.142:1234/738910838
大湾区卫视,http://113.98.11.46:3000/608917627
大湾区卫视,http://121.29.157.193:7788/608917627
大湾区卫视,http://219.140.5.55:1234/608917627
大湾区卫视,http://116.147.111.62:7788/608917627
大湾区卫视,http://223.83.177.142:1234/608917627
湖北卫视,http://113.98.11.46:3000/947472496
湖北卫视,http://121.29.157.193:7788/947472496
湖北卫视,http://219.140.5.55:1234/947472496
湖北卫视,http://116.147.111.62:7788/947472496
湖北卫视,http://223.83.177.142:1234/947472496
吉林卫视,http://113.98.11.46:3000/947472500
吉林卫视,http://121.29.157.193:7788/947472500
吉林卫视,http://219.140.5.55:1234/947472500
吉林卫视,http://116.147.111.62:7788/947472500
吉林卫视,http://223.83.177.142:1234/947472500
青海卫视,http://113.98.11.46:3000/947472506
青海卫视,http://121.29.157.193:7788/947472506
青海卫视,http://219.140.5.55:1234/947472506
青海卫视,http://116.147.111.62:7788/947472506
青海卫视,http://223.83.177.142:1234/947472506
东南卫视,http://113.98.11.46:3000/849116810
东南卫视,http://121.29.157.193:7788/849116810
东南卫视,http://219.140.5.55:1234/849116810
东南卫视,http://116.147.111.62:7788/849116810
东南卫视,http://223.83.177.142:1234/849116810
海南卫视,http://113.98.11.46:3000/947472502
海南卫视,http://121.29.157.193:7788/947472502
海南卫视,http://219.140.5.55:1234/947472502
海南卫视,http://116.147.111.62:7788/947472502
海南卫视,http://223.83.177.142:1234/947472502
海峡卫视,http://113.98.11.46:3000/849119120
海峡卫视,http://121.29.157.193:7788/849119120
海峡卫视,http://219.140.5.55:1234/849119120
海峡卫视,http://116.147.111.62:7788/849119120
海峡卫视,http://223.83.177.142:1234/849119120
中国农林卫视,http://113.98.11.46:3000/956904896
中国农林卫视,http://121.29.157.193:7788/956904896
中国农林卫视,http://219.140.5.55:1234/956904896
中国农林卫视,http://116.147.111.62:7788/956904896
中国农林卫视,http://223.83.177.142:1234/956904896
兵团卫视,http://113.98.11.46:3000/956923145
兵团卫视,http://121.29.157.193:7788/956923145
兵团卫视,http://219.140.5.55:1234/956923145
兵团卫视,http://116.147.111.62:7788/956923145
兵团卫视,http://223.83.177.142:1234/956923145
宁夏卫视,http://113.98.11.46:3000/738910535
宁夏卫视,http://121.29.157.193:7788/738910535
宁夏卫视,http://219.140.5.55:1234/738910535
宁夏卫视,http://116.147.111.62:7788/738910535
宁夏卫视,http://223.83.177.142:1234/738910535
重庆卫视,http://113.98.11.46:3000/738910914
重庆卫视,http://121.29.157.193:7788/738910914
重庆卫视,http://219.140.5.55:1234/738910914
重庆卫视,http://116.147.111.62:7788/738910914
重庆卫视,http://223.83.177.142:1234/738910914
三沙卫视,http://113.98.11.46:3000/961023778
三沙卫视,http://121.29.157.193:7788/961023778
三沙卫视,http://219.140.5.55:1234/961023778
三沙卫视,http://116.147.111.62:7788/961023778
三沙卫视,http://223.83.177.142:1234/961023778
黑龙江卫视,http://113.98.11.46:3000/738906901
黑龙江卫视,http://121.29.157.193:7788/738906901
黑龙江卫视,http://219.140.5.55:1234/738906901
黑龙江卫视,http://116.147.111.62:7788/738906901
黑龙江卫视,http://223.83.177.142:1234/738906901

地方,#genre#
上海新闻综合,http://113.98.11.46:3000/651632657
上海新闻综合,http://121.29.157.193:7788/651632657
上海新闻综合,http://219.140.5.55:1234/651632657
上海新闻综合,http://116.147.111.62:7788/651632657
上海新闻综合,http://223.83.177.142:1234/651632657
上视东方影视,http://113.98.11.46:3000/617290047
上视东方影视,http://121.29.157.193:7788/617290047
上视东方影视,http://219.140.5.55:1234/617290047
上视东方影视,http://116.147.111.62:7788/617290047
上视东方影视,http://223.83.177.142:1234/617290047
上海第一财经,http://113.98.11.46:3000/608780988
上海第一财经,http://121.29.157.193:7788/608780988
上海第一财经,http://219.140.5.55:1234/608780988
上海第一财经,http://116.147.111.62:7788/608780988
上海第一财经,http://223.83.177.142:1234/608780988
南京新闻综合频道,http://113.98.11.46:3000/838109047
南京新闻综合频道,http://121.29.157.193:7788/838109047
南京新闻综合频道,http://219.140.5.55:1234/838109047
南京新闻综合频道,http://116.147.111.62:7788/838109047
南京新闻综合频道,http://223.83.177.142:1234/838109047
南京教科频道,http://113.98.11.46:3000/838153729
南京教科频道,http://121.29.157.193:7788/838153729
南京教科频道,http://219.140.5.55:1234/838153729
南京教科频道,http://116.147.111.62:7788/838153729
南京教科频道,http://223.83.177.142:1234/838153729
南京十八频道,http://113.98.11.46:3000/838151753
南京十八频道,http://121.29.157.193:7788/838151753
南京十八频道,http://219.140.5.55:1234/838151753
南京十八频道,http://116.147.111.62:7788/838151753
南京十八频道,http://223.83.177.142:1234/838151753
体育休闲频道,http://113.98.11.46:3000/626064707
体育休闲频道,http://121.29.157.193:7788/626064707
体育休闲频道,http://219.140.5.55:1234/626064707
体育休闲频道,http://116.147.111.62:7788/626064707
体育休闲频道,http://223.83.177.142:1234/626064707
江苏城市频道,http://113.98.11.46:3000/626064714
江苏城市频道,http://121.29.157.193:7788/626064714
江苏城市频道,http://219.140.5.55:1234/626064714
江苏城市频道,http://116.147.111.62:7788/626064714
江苏城市频道,http://223.83.177.142:1234/626064714
江苏国际,http://113.98.11.46:3000/626064674
江苏国际,http://121.29.157.193:7788/626064674
江苏国际,http://219.140.5.55:1234/626064674
江苏国际,http://116.147.111.62:7788/626064674
江苏国际,http://223.83.177.142:1234/626064674
江苏教育,http://113.98.11.46:3000/628008321
江苏教育,http://121.29.157.193:7788/628008321
江苏教育,http://219.140.5.55:1234/628008321
江苏教育,http://116.147.111.62:7788/628008321
江苏教育,http://223.83.177.142:1234/628008321
江苏影视频道,http://113.98.11.46:3000/626064697
江苏影视频道,http://121.29.157.193:7788/626064697
江苏影视频道,http://219.140.5.55:1234/626064697
江苏影视频道,http://116.147.111.62:7788/626064697
江苏影视频道,http://223.83.177.142:1234/626064697
江苏综艺频道,http://113.98.11.46:3000/626065193
江苏综艺频道,http://121.29.157.193:7788/626065193
江苏综艺频道,http://219.140.5.55:1234/626065193
江苏综艺频道,http://116.147.111.62:7788/626065193
江苏综艺频道,http://223.83.177.142:1234/626065193
公共新闻频道,http://113.98.11.46:3000/626064693
公共新闻频道,http://121.29.157.193:7788/626064693
公共新闻频道,http://219.140.5.55:1234/626064693
公共新闻频道,http://116.147.111.62:7788/626064693
公共新闻频道,http://223.83.177.142:1234/626064693
盐城新闻综合,http://113.98.11.46:3000/639731825
盐城新闻综合,http://121.29.157.193:7788/639731825
盐城新闻综合,http://219.140.5.55:1234/639731825
盐城新闻综合,http://116.147.111.62:7788/639731825
盐城新闻综合,http://223.83.177.142:1234/639731825
淮安新闻综合,http://113.98.11.46:3000/639731826
淮安新闻综合,http://121.29.157.193:7788/639731826
淮安新闻综合,http://219.140.5.55:1234/639731826
淮安新闻综合,http://116.147.111.62:7788/639731826
淮安新闻综合,http://223.83.177.142:1234/639731826
泰州新闻综合,http://113.98.11.46:3000/639731818
泰州新闻综合,http://121.29.157.193:7788/639731818
泰州新闻综合,http://219.140.5.55:1234/639731818
泰州新闻综合,http://116.147.111.62:7788/639731818
泰州新闻综合,http://223.83.177.142:1234/639731818
连云港新闻综合,http://113.98.11.46:3000/639731715
连云港新闻综合,http://121.29.157.193:7788/639731715
连云港新闻综合,http://219.140.5.55:1234/639731715
连云港新闻综合,http://116.147.111.62:7788/639731715
连云港新闻综合,http://223.83.177.142:1234/639731715
宿迁新闻综合,http://113.98.11.46:3000/639731832
宿迁新闻综合,http://121.29.157.193:7788/639731832
宿迁新闻综合,http://219.140.5.55:1234/639731832
宿迁新闻综合,http://116.147.111.62:7788/639731832
宿迁新闻综合,http://223.83.177.142:1234/639731832
徐州新闻综合,http://113.98.11.46:3000/639731747
徐州新闻综合,http://121.29.157.193:7788/639731747
徐州新闻综合,http://219.140.5.55:1234/639731747
徐州新闻综合,http://116.147.111.62:7788/639731747
徐州新闻综合,http://223.83.177.142:1234/639731747
优漫卡通频道,http://113.98.11.46:3000/626064703
优漫卡通频道,http://121.29.157.193:7788/626064703
优漫卡通频道,http://219.140.5.55:1234/626064703
优漫卡通频道,http://116.147.111.62:7788/626064703
优漫卡通频道,http://223.83.177.142:1234/626064703
江阴新闻综合,http://113.98.11.46:3000/955227979
江阴新闻综合,http://121.29.157.193:7788/955227979
江阴新闻综合,http://219.140.5.55:1234/955227979
江阴新闻综合,http://116.147.111.62:7788/955227979
江阴新闻综合,http://223.83.177.142:1234/955227979
南通新闻综合,http://113.98.11.46:3000/955227985
南通新闻综合,http://121.29.157.193:7788/955227985
南通新闻综合,http://219.140.5.55:1234/955227985
南通新闻综合,http://116.147.111.62:7788/955227985
南通新闻综合,http://223.83.177.142:1234/955227985
宜兴新闻综合,http://113.98.11.46:3000/955227996
宜兴新闻综合,http://121.29.157.193:7788/955227996
宜兴新闻综合,http://219.140.5.55:1234/955227996
宜兴新闻综合,http://116.147.111.62:7788/955227996
宜兴新闻综合,http://223.83.177.142:1234/955227996
溧水新闻综合,http://113.98.11.46:3000/639737327
溧水新闻综合,http://121.29.157.193:7788/639737327
溧水新闻综合,http://219.140.5.55:1234/639737327
溧水新闻综合,http://116.147.111.62:7788/639737327
溧水新闻综合,http://223.83.177.142:1234/639737327
陕西银龄频道,http://113.98.11.46:3000/956909362
陕西银龄频道,http://121.29.157.193:7788/956909362
陕西银龄频道,http://219.140.5.55:1234/956909362
陕西银龄频道,http://116.147.111.62:7788/956909362
陕西银龄频道,http://223.83.177.142:1234/956909362
陕西都市青春频道,http://113.98.11.46:3000/956909358
陕西都市青春频道,http://121.29.157.193:7788/956909358
陕西都市青春频道,http://219.140.5.55:1234/956909358
陕西都市青春频道,http://116.147.111.62:7788/956909358
陕西都市青春频道,http://223.83.177.142:1234/956909358
陕西秦腔频道,http://113.98.11.46:3000/956909303
陕西秦腔频道,http://121.29.157.193:7788/956909303
陕西秦腔频道,http://219.140.5.55:1234/956909303
陕西秦腔频道,http://116.147.111.62:7788/956909303
陕西秦腔频道,http://223.83.177.142:1234/956909303
陕西新闻资讯频道,http://113.98.11.46:3000/956909289
陕西新闻资讯频道,http://121.29.157.193:7788/956909289
陕西新闻资讯频道,http://219.140.5.55:1234/956909289
陕西新闻资讯频道,http://116.147.111.62:7788/956909289
陕西新闻资讯频道,http://223.83.177.142:1234/956909289
财富天下,http://113.98.11.46:3000/956923159
财富天下,http://121.29.157.193:7788/956923159
财富天下,http://219.140.5.55:1234/956923159
财富天下,http://116.147.111.62:7788/956923159
财富天下,http://223.83.177.142:1234/956923159
镇江新闻综合,http://113.98.11.46:3000/639731783
镇江新闻综合,http://121.29.157.193:7788/639731783
镇江新闻综合,http://219.140.5.55:1234/639731783
镇江新闻综合,http://116.147.111.62:7788/639731783
镇江新闻综合,http://223.83.177.142:1234/639731783
海南广播电视总台新闻频道,http://113.98.11.46:3000/962067517
海南广播电视总台新闻频道,http://121.29.157.193:7788/962067517
海南广播电视总台新闻频道,http://219.140.5.55:1234/962067517
海南广播电视总台新闻频道,http://116.147.111.62:7788/962067517
海南广播电视总台新闻频道,http://223.83.177.142:1234/962067517
海南广播电视总台自贸频道,http://113.98.11.46:3000/962045226
海南广播电视总台自贸频道,http://121.29.157.193:7788/962045226
海南广播电视总台自贸频道,http://219.140.5.55:1234/962045226
海南广播电视总台自贸频道,http://116.147.111.62:7788/962045226
海南广播电视总台自贸频道,http://223.83.177.142:1234/962045226
海南广播电视总台社会与法频道,http://113.98.11.46:3000/962045223
海南广播电视总台社会与法频道,http://121.29.157.193:7788/962045223
海南广播电视总台社会与法频道,http://219.140.5.55:1234/962045223
海南广播电视总台社会与法频道,http://116.147.111.62:7788/962045223
海南广播电视总台社会与法频道,http://223.83.177.142:1234/962045223
海南广播电视总台文旅频道,http://113.98.11.46:3000/962067526
海南广播电视总台文旅频道,http://121.29.157.193:7788/962067526
海南广播电视总台文旅频道,http://219.140.5.55:1234/962067526
海南广播电视总台文旅频道,http://116.147.111.62:7788/962067526
海南广播电视总台文旅频道,http://223.83.177.142:1234/962067526
海南广播电视总台少儿频道,http://113.98.11.46:3000/962067523
海南广播电视总台少儿频道,http://121.29.157.193:7788/962067523
海南广播电视总台少儿频道,http://219.140.5.55:1234/962067523
海南广播电视总台少儿频道,http://116.147.111.62:7788/962067523
海南广播电视总台少儿频道,http://223.83.177.142:1234/962067523
广东珠江频道,http://113.98.11.46:3000/639731952
广东珠江频道,http://121.29.157.193:7788/639731952
广东珠江频道,http://219.140.5.55:1234/639731952
广东珠江频道,http://116.147.111.62:7788/639731952
广东珠江频道,http://223.83.177.142:1234/639731952
